,0
2496,3944
2497,3944
2498,3945
2499,3945
2500,3946
2501,3946
2502,3947
2503,3947
2504,3948
2505,3948
2506,3950
2507,3950
2508,3951
2509,3951
2510,3952
2511,3952
2512,4004
2513,4004
2514,4005
2515,4005
2516,4008
2517,4008
2518,4011
2519,4011
2520,4012
2521,4012
2522,4013
2523,4013
2524,4014
2525,4014
2526,4015
2527,4015
2528,4016
2529,4016
2530,4017
2531,4017
2532,4018
2533,4018
2534,4019
2535,4019
2536,4020
2537,4020
2538,4021
2539,4021
2540,4022
2541,4022
2542,4023
2543,4023
2544,4025
2545,4025
2546,4026
2547,4026
2548,4027
2549,4027
2550,4028
2551,4028
2552,4031
2553,4031
2554,4041
2555,4041
2556,4042
2557,4042
2558,4043
2559,4043
2560,4044
2561,4044
2562,4045
2563,4045
2564,4046
2565,4046
2566,4047
2567,4047
2568,4051
2569,4051
2570,4052
2571,4052
2572,4053
2573,4053
2574,4054
2575,4054
2576,4055
2577,4055
2578,4056
2579,4056
2580,4057
2581,4057
2582,4058
2583,4058
2584,4059
2585,4059
2586,4060
2587,4060
2588,4061
2589,4061
2590,4062
2591,4062
2592,4063
2593,4063
2594,4064
2595,4064
2596,4068
2597,4068
2598,4069
2599,4069
2600,4071
2601,4071
2602,4072
2603,4072
2604,4073
2605,4073
2606,4074
2607,4074
2608,4075
2609,4075
2610,4076
2611,4076
2612,4100
2613,4100
2614,4102
2615,4102
2616,4107
2617,4107
2618,4109
2619,4109
2620,4112
2621,4112
2622,4113
2623,4113
2624,4114
2625,4114
2626,4116
2627,4116
2628,4118
2629,4118
2630,4119
2631,4119
2632,4120
2633,4120
2634,4124
2635,4124
2636,4151
2637,4151
2638,4165
2639,4165
2640,4166
2641,4166
2642,4167
2643,4167
2644,4168
2645,4168
2646,4169
2647,4169
2648,4170
2649,4170
2650,4171
2651,4171
2652,4172
2653,4172
2654,4173
2655,4173
2656,4174
2657,4174
2658,4175
2659,4175
2660,4176
2661,4176
2662,4177
2663,4177
2664,4178
2665,4178
2666,4179
2667,4179
2668,4180
2669,4180
2670,4182
2671,4182
2672,4183
2673,4183
2674,4185
2675,4185
2676,4186
2677,4186
2678,4187
2679,4187
2680,4188
2681,4188
2682,4189
2683,4189
2684,4192
2685,4192
2686,4193
2687,4193
2688,4194
2689,4194
2690,4196
2691,4196
2692,4198
2693,4198
2694,4199
2695,4199
2696,4200
2697,4200
2698,4202
2699,4202
2700,4203
2701,4203
2702,4204
2703,4204
2704,4205
2705,4205
2706,4206
2707,4206
2708,4208
2709,4208
2710,4212
2711,4212
2712,4215
2713,4215
2714,4216
2715,4216
2716,4218
2717,4218
2718,4220
2719,4220
2720,4221
2721,4221
2722,4222
2723,4222
2724,4224
2725,4224
2726,4228
2727,4228
2728,4229
2729,4229
2730,4231
2731,4231
2732,4234
2733,4234
2734,4235
2735,4235
2736,4237
2737,4237
2738,4238
2739,4238
2740,4240
2741,4240
2742,4241
2743,4241
2744,4242
2745,4242
2746,4243
2747,4243
2748,4245
2749,4245
2750,4246
2751,4246
2752,4247
2753,4247
2754,4248
2755,4248
2756,4249
2757,4249
2758,4250
2759,4250
2760,4251
2761,4251
2762,4272
2763,4272
2764,4274
2765,4274
2766,4275
2767,4275
2768,4284
2769,4284
2770,4286
2771,4286
2772,4287
2773,4287
2774,4288
2775,4288
2776,4290
2777,4290
2778,4293
2779,4293
2780,4295
2781,4295
2782,4298
2783,4298
2784,4299
2785,4299
2786,4301
2787,4301
2788,4304
2789,4304
2790,4307
2791,4307
2792,4308
2793,4308
2794,4310
2795,4310
2796,4312
2797,4312
2798,4316
2799,4316
2800,4317
2801,4317
2802,4318
2803,4318
2804,4319
2805,4319
2806,4320
2807,4320
2808,4323
2809,4323
2810,4324
2811,4324
2812,4326
2813,4326
2814,4327
2815,4327
2816,4331
2817,4331
2818,4333
2819,4333
2820,4334
2821,4334
2822,4335
2823,4335
2824,4336
2825,4336
2826,4337
2827,4337
2828,4341
2829,4341
2830,4343
2831,4343
2832,4344
2833,4344
2834,4345
2835,4345
2836,4346
2837,4346
2838,4347
2839,4347
2840,4348
2841,4348
2842,4349
2843,4349
2844,4350
2845,4350
2846,4351
2847,4351
2848,4355
2849,4355
2850,4356
2851,4356
2852,4360
2853,4360
2854,4361
2855,4361
2856,4362
2857,4362
2858,4365
2859,4365
2860,4366
2861,4366
2862,4367
2863,4367
2864,4368
2865,4368
2866,4369
2867,4369
2868,4370
2869,4370
2870,4371
2871,4371
2872,4372
2873,4372
2874,4373
2875,4373
2876,4374
2877,4374
2878,4375
2879,4375
2880,4376
2881,4376
2882,4377
2883,4377
2884,4378
2885,4378
2886,4401
2887,4401
2888,4403
2889,4403
2890,4404
2891,4404
2892,4406
2893,4406
2894,4409
2895,4409
2896,4410
2897,4410
2898,4420
2899,4420
2900,4421
2901,4421
2902,4422
2903,4422
2904,4423
2905,4423
2906,4424
2907,4424
2908,4425
2909,4425
2910,4427
2911,4427
2912,4428
2913,4428
2914,4429
2915,4429
2916,4430
2917,4430
2918,4431
2919,4431
2920,4432
2921,4432
2922,4433
2923,4433
2924,4434
2925,4434
2926,4435
2927,4435
2928,4436
2929,4436
2930,4437
2931,4437
2932,4438
2933,4438
2934,4439
2935,4439
2936,4440
2937,4440
2938,4441
2939,4441
2940,4442
2941,4442
2942,4443
2943,4443
2944,4444
2945,4444
2946,4445
2947,4445
2948,4446
2949,4446
2950,4447
2951,4447
2952,4448
2953,4448
2954,4449
2955,4449
2956,4450
2957,4450
2958,4452
2959,4452
2960,4461
2961,4461
2962,4462
2963,4462
2964,4463
2965,4463
2966,4464
2967,4464
2968,4465
2969,4465
2970,4471
2971,4471
2972,4475
2973,4475
2974,4476
2975,4476
2976,4477
2977,4477
2978,4478
2979,4478
2980,4479
2981,4479
2982,4480
2983,4480
2984,4481
2985,4481
2986,4502
2987,4502
2988,4503
2989,4503
2990,4506
2991,4506
2992,4507
2993,4507
2994,4512
2995,4512
2996,4516
2997,4516
2998,4519
2999,4519
3000,4521
3001,4521
3002,4523
3003,4523
3004,4524
3005,4524
3006,4526
3007,4526
3008,4527
3009,4527
3010,4528
3011,4528
3012,4530
3013,4530
3014,4531
3015,4531
3016,4534
3017,4534
3018,4536
3019,4536
3020,4538
3021,4538
3022,4539
3023,4539
3024,4540
3025,4540
3026,4541
3027,4541
3028,4543
3029,4543
3030,4544
3031,4544
3032,4547
3033,4547
3034,4548
3035,4548
3036,4549
3037,4549
3038,4550
3039,4550
3040,4551
3041,4551
3042,4552
3043,4552
3044,4553
3045,4553
3046,4554
3047,4554
3048,4556
3049,4556
3050,4558
3051,4558
3052,4559
3053,4559
3054,4563
3055,4563
3056,4564
3057,4564
3058,4565
3059,4565
3060,4568
3061,4568
3062,4569
3063,4569
3064,4570
3065,4570
3066,4571
3067,4571
3068,4572
3069,4572
3070,4574
3071,4574
3072,4575
3073,4575
3074,4576
3075,4576
3076,4577
3077,4577
3078,4578
3079,4578
3080,4579
3081,4579
3082,4581
3083,4581
3084,4582
3085,4582
3086,4611
3087,4611
3088,4612
3089,4612
3090,4613
3091,4613
3092,4615
3093,4615
3094,4616
3095,4616
3096,4617
3097,4617
3098,4619
3099,4619
3100,4620
3101,4620
3102,4621
3103,4621
3104,4623
3105,4623
3106,4624
3107,4624
3108,4625
3109,4625
3110,4626
3111,4626
3112,4627
3113,4627
3114,4628
3115,4628
3116,4629
3117,4629
3118,4631
3119,4631
3120,4633
3121,4633
3122,4634
3123,4634
3124,4635
3125,4635
3126,4636
3127,4636
3128,4641
3129,4641
3130,4642
3131,4642
3132,4644
3133,4644
3134,4645
3135,4645
3136,4650
3137,4650
3138,4651
3139,4651
3140,4653
3141,4653
3142,4657
3143,4657
3144,4658
3145,4658
3146,4659
3147,4659
3148,4661
3149,4661
3150,4662
3151,4662
3152,4664
3153,4664
3154,4665
3155,4665
3156,4666
3157,4666
3158,4667
3159,4667
3160,4668
3161,4668
3162,4671
3163,4671
3164,4673
3165,4673
3166,4674
3167,4674
3168,4676
3169,4676
3170,4678
3171,4678
3172,4679
3173,4679
3174,4680
3175,4680
3176,4681
3177,4681
3178,4684
3179,4684
3180,4685
3181,4685
3182,4686
3183,4686
3184,4687
3185,4687
3186,4704
3187,4704
3188,4705
3189,4705
3190,4707
3191,4707
3192,4708
3193,4708
3194,4709
3195,4709
3196,4712
3197,4712
3198,4714
3199,4714
3200,4716
3201,4716
3202,4718
3203,4718
3204,4719
3205,4719
3206,4720
3207,4720
3208,4722
3209,4722
3210,4725
3211,4725
3212,4726
3213,4726
3214,4728
3215,4728
3216,4732
3217,4732
3218,4733
3219,4733
3220,4735
3221,4735
3222,4736
3223,4736
3224,4739
3225,4739
3226,4743
3227,4743
3228,4745
3229,4745
3230,4746
3231,4746
3232,4748
3233,4748
3234,4750
3235,4750
3236,4751
3237,4751
3238,4752
3239,4752
3240,4754
3241,4754
3242,4755
3243,4755
3244,4760
3245,4760
3246,4761
3247,4761
3248,4762
3249,4762
3250,4763
3251,4763
3252,4764
3253,4764
3254,4765
3255,4765
3256,4766
3257,4766
3258,4767
3259,4767
3260,4768
3261,4768
3262,4769
3263,4769
3264,4770
3265,4770
3266,4771
3267,4771
3268,4772
3269,4772
3270,4776
3271,4776
3272,4777
3273,4777
3274,4781
3275,4781
3276,4783
3277,4783
3278,4784
3279,4784
3280,4792
3281,4792
3282,4800
3283,4800
3284,4801
3285,4801
3286,4809
3287,4809
3288,4812
3289,4812
3290,4813
3291,4813
3292,4814
3293,4814
3294,4816
3295,4816
3296,4819
3297,4819
3298,4820
3299,4820
3300,4824
3301,4824
3302,4825
3303,4825
3304,4826
3305,4826
3306,4827
3307,4827
3308,4828
3309,4828
3310,4829
3311,4829
3312,4832
3313,4832
3314,4833
3315,4833
3316,4834
3317,4834
3318,4837
3319,4837
3320,4838
3321,4838
3322,4839
3323,4839
3324,4840
3325,4840
3326,4845
3327,4845
3328,4847
3329,4847
3330,4848
3331,4848
3332,4849
3333,4849
3334,4875
3335,4875
3336,4880
3337,4880
3338,4881
3339,4881
3340,4882
3341,4882
3342,4883
3343,4883
3344,4884
3345,4884
3346,4885
3347,4885
3348,4886
3349,4886
3350,4887
3351,4887
3352,4888
3353,4888
3354,4889
3355,4889
3356,4901
3357,4901
3358,4902
3359,4902
3360,4911
3361,4911
3362,4912
3363,4912
3364,4914
3365,4914
3366,4917
3367,4917
3368,4918
3369,4918
3370,4919
3371,4919
3372,4920
3373,4920
3374,4921
3375,4921
3376,4922
3377,4922
3378,4923
3379,4923
3380,4925
3381,4925
3382,4926
3383,4926
3384,4927
3385,4927
3386,4928
3387,4928
3388,4929
3389,4929
3390,4930
3391,4930
3392,4931
3393,4931
3394,4932
3395,4932
3396,4933
3397,4933
3398,4934
3399,4934
3400,4935
3401,4935
3402,4936
3403,4936
3404,4937
3405,4937
3406,4951
3407,4951
3408,4955
3409,4955
3410,4956
3411,4956
3412,4957
3413,4957
3414,4958
3415,4958
3416,4960
3417,4960
3418,4962
3419,4962
3420,4963
3421,4963
3422,4966
3423,4966
3424,4967
3425,4967
3426,4968
3427,4968
3428,4970
3429,4970
3430,4971
3431,4971
3432,4972
3433,4972
3434,4973
3435,4973
3436,4974
3437,4974
3438,4975
3439,4975
3440,4976
3441,4976
3442,4977
3443,4977
3444,4978
3445,4978
3446,4979
3447,4979
3448,4980
3449,4980
3450,4985
3451,4985
3452,4987
3453,4987
3454,4990
3455,4990
3456,5008
3457,5008
3458,5009
3459,5009
3460,5010
3461,5010
3462,5011
3463,5011
3464,5013
3465,5013
3466,5015
3467,5015
3468,5017
3469,5017
3470,5018
3471,5018
3472,5019
3473,5019
3474,5020
3475,5020
3476,5021
3477,5021
3478,5070
3479,5070
3480,5071
3481,5071
3482,5074
3483,5074
3484,5076
3485,5076
3486,5101
3487,5101
3488,5103
3489,5103
3490,5104
3491,5104
3492,5105
3493,5105
3494,5108
3495,5108
3496,5110
3497,5110
3498,5121
3499,5121
3500,5122
3501,5122
3502,5142
3503,5142
3504,5161
3505,5161
3506,5162
3507,5162
3508,5184
3509,5184
3510,5185
3511,5185
3512,5186
3513,5186
3514,5187
3515,5187
3516,5189
3517,5189
3518,5191
3519,5191
3520,5192
3521,5192
3522,5194
3523,5194
3524,5195
3525,5195
3526,5199
3527,5199
3528,5201
3529,5201
3530,5202
3531,5202
3532,5204
3533,5204
3534,5208
3535,5208
3536,5210
3537,5210
3538,5212
3539,5212
3540,5214
3541,5214
3542,5216
3543,5216
3544,5217
3545,5217
3546,5218
3547,5218
3548,5232
3549,5232
3550,5233
3551,5233
3552,5237
3553,5237
3554,5261
3555,5261
3556,5262
3557,5262
3558,5268
3559,5268
3560,5269
3561,5269
3562,5271
3563,5271
3564,5273
3565,5273
3566,5277
3567,5277
3568,5279
3569,5279
3570,5280
3571,5280
3572,5282
3573,5282
3574,5283
3575,5283
3576,5284
3577,5284
3578,5285
3579,5285
3580,5287
3581,5287
3582,5288
3583,5288
3584,5290
3585,5290
3586,5301
3587,5301
3588,5302
3589,5302
3590,5304
3591,5304
3592,5310
3593,5310
3594,5331
3595,5331
3596,5332
3597,5332
3598,5333
3599,5333
3600,5334
3601,5334
3602,5337
3603,5337
3604,5341
3605,5341
3606,5342
3607,5342
3608,5343
3609,5343
3610,5344
3611,5344
3612,5351
3613,5351
3614,5352
3615,5352
3616,5355
3617,5355
3618,5356
3619,5356
3620,5357
3621,5357
3622,5358
3623,5358
3624,5363
3625,5363
3626,5367
3627,5367
3628,5368
3629,5368
3630,5380
3631,5380
3632,5381
3633,5381
3634,5384
3635,5384
3636,5386
3637,5386
3638,5387
3639,5387
3640,5388
3641,5388
3642,5391
3643,5391
3644,5393
3645,5393
3646,5395
3647,5395
3648,5401
3649,5401
3650,5406
3651,5406
3652,5408
3653,5408
3654,5410
3655,5410
3656,5411
3657,5411
3658,5423
3659,5423
3660,5440
3661,5440
3662,5444
3663,5444
3664,5445
3665,5445
3666,5446
3667,5446
3668,5449
3669,5449
3670,5451
3671,5451
3672,5458
3673,5458
3674,5461
3675,5461
3676,5463
3677,5463
3678,5464
3679,5464
3680,5471
3681,5471
3682,5476
3683,5476
3684,5480
3685,5480
3686,5481
3687,5481
3688,5482
3689,5482
3690,5484
3691,5484
3692,5486
3693,5486
3694,5491
3695,5491
3696,5541
3697,5541
3698,5542
3699,5542
3700,5563
3701,5563
3702,5602
3703,5602
3704,5603
3705,5603
3706,5607
3707,5607
3708,5609
3709,5609
3710,5610
3711,5610
3712,5612
3713,5612
3714,5631
3715,5631
3716,5632
3717,5632
3718,5644
3719,5644
3720,5658
3721,5658
3722,5659
3723,5659
3724,5660
3725,5660
3726,5695
3727,5695
3728,5697
3729,5697
3730,5698
3731,5698
3732,5699
3733,5699
3734,5702
3735,5702
3736,5703
3737,5703
3738,5704
3739,5704
3740,5706
3741,5706
3742,5707
3743,5707
3744,5711
3745,5711
3746,5713
3747,5713
3748,5714
3749,5714
3750,5715
3751,5715
3752,5721
3753,5721
3754,5724
3755,5724
3756,5726
3757,5726
3758,5727
3759,5727
3760,5729
3761,5729
3762,5741
3763,5741
3764,5742
3765,5742
3766,5753
3767,5753
3768,5757
3769,5757
3770,5759
3771,5759
3772,5781
3773,5781
3774,5801
3775,5801
3776,5802
3777,5802
3778,5803
3779,5803
3780,5805
3781,5805
3782,5807
3783,5807
3784,5809
3785,5809
3786,5816
3787,5816
3788,5817
3789,5817
3790,5819
3791,5819
3792,5820
3793,5820
3794,5821
3795,5821
3796,5851
3797,5851
3798,5852
3799,5852
3800,5856
3801,5856
3802,5857
3803,5857
3804,5900
3805,5900
3806,5901
3807,5901
3808,5902
3809,5902
3810,5903
3811,5903
3812,5905
3813,5905
3814,5906
3815,5906
3816,5907
3817,5907
3818,5909
3819,5909
3820,5911
3821,5911
3822,5915
3823,5915
3824,5918
3825,5918
3826,5921
3827,5921
3828,5922
3829,5922
3830,5923
3831,5923
3832,5928
3833,5928
3834,5929
3835,5929
3836,5930
3837,5930
3838,5932
3839,5932
3840,5933
3841,5933
3842,5935
3843,5935
3844,5936
3845,5936
3846,5938
3847,5938
3848,5939
3849,5939
3850,5940
3851,5940
3852,5941
3853,5941
3854,5942
3855,5942
3856,5943
3857,5943
3858,5945
3859,5945
3860,5946
3861,5946
3862,5947
3863,5947
3864,5949
3865,5949
3866,5950
3867,5950
3868,5951
3869,5951
3870,5952
3871,5952
3872,5953
3873,5953
3874,5955
3875,5955
3876,5956
3877,5956
3878,5957
3879,5957
3880,5958
3881,5958
3882,5959
3883,5959
3884,5962
3885,5962
3886,5964
3887,5964
3888,5965
3889,5965
3890,5966
3891,5966
3892,5967
3893,5967
3894,5969
3895,5969
3896,5970
3897,5970
3898,5971
3899,5971
3900,5973
3901,5973
3902,5974
3903,5974
3904,6005
3905,6005
3906,6013
3907,6013
3908,6016
3909,6016
3910,6018
3911,6018
3912,6022
3913,6022
3914,6023
3915,6023
3916,6025
3917,6025
3918,6026
3919,6026
3920,6027
3921,6027
3922,6028
3923,6028
3924,6029
3925,6029
3926,6030
3927,6030
3928,6031
3929,6031
3930,6032
3931,6032
3932,6033
3933,6033
3934,6034
3935,6034
3936,6035
3937,6035
3938,6036
3939,6036
3940,6037
3941,6037
3942,6038
3943,6038
3944,6039
3945,6039
3946,6040
3947,6040
3948,6042
3949,6042
3950,6044
3951,6044
3952,6045
3953,6045
3954,6046
3955,6046
3956,6047
3957,6047
3958,6048
3959,6048
3960,6049
3961,6049
3962,6050
3963,6050
3964,6054
3965,6054
3966,6055
3967,6055
3968,6058
3969,6058
3970,6059
3971,6059
3972,6060
3973,6060
3974,6061
3975,6061
3976,6062
3977,6062
3978,6063
3979,6063
3980,6067
3981,6067
3982,6069
3983,6069
3984,6070
3985,6070
3986,6071
3987,6071
3988,6072
3989,6072
3990,6073
3991,6073
3992,6074
3993,6074
3994,6076
3995,6076
3996,6078
3997,6078
3998,6080
3999,6080
4000,6081
4001,6081
4002,6082
4003,6082
4004,6101
4005,6101
4006,6103
4007,6103
4008,6104
4009,6104
4010,6111
4011,6111
4012,6113
4013,6113
4014,6118
4015,6118
4016,6121
4017,6121
4018,6125
4019,6125
4020,6131
4021,6131
4022,6134
4023,6134
4024,6135
4025,6135
4026,6136
4027,6136
4028,6137
4029,6137
4030,6138
4031,6138
4032,6140
4033,6140
4034,6141
4035,6141
4036,6142
4037,6142
4038,6143
4039,6143
4040,6144
4041,6144
4042,6145
4043,6145
4044,6146
4045,6146
4046,6147
4047,6147
4048,6149
4049,6149
4050,6150
4051,6150
4052,6151
4053,6151
4054,6155
4055,6155
4056,6156
4057,6156
4058,6157
4059,6157
4060,6158
4061,6158
4062,6159
4063,6159
4064,6161
4065,6161
4066,6164
4067,6164
4068,6165
4069,6165
4070,6166
4071,6166
4072,6167
4073,6167
4074,6171
4075,6171
4076,6172
4077,6172
4078,6173
4079,6173
4080,6175
4081,6175
4082,6176
4083,6176
4084,6177
4085,6177
4086,6178
4087,6178
4088,6180
4089,6180
4090,6181
4091,6181
4092,6182
4093,6182
4094,6183
4095,6183
4096,6184
4097,6184
4098,6185
4099,6185
4100,6186
4101,6186
4102,6188
4103,6188
4104,6200
4105,6200
4106,6201
4107,6201
4108,6203
4109,6203
4110,6205
4111,6205
4112,6208
4113,6208
4114,6210
4115,6210
4116,6217
4117,6217
4118,6218
4119,6218
4120,6222
4121,6222
4122,6227
4123,6227
4124,6229
4125,6229
4126,6230
4127,6230
4128,6231
4129,6231
4130,6232
4131,6232
4132,6233
4133,6233
4134,6235
4135,6235
4136,6236
4137,6236
4138,6237
4139,6237
4140,6238
4141,6238
4142,6239
4143,6239
4144,6240
4145,6240
4146,6245
4147,6245
4148,6246
4149,6246
4150,6247
4151,6247
4152,6248
4153,6248
4154,6249
4155,6249
4156,6250
4157,6250
4158,6254
4159,6254
4160,6255
4161,6255
4162,6257
4163,6257
4164,6258
4165,6258
4166,6262
4167,6262
4168,6264
4169,6264
4170,6265
4171,6265
4172,6266
4173,6266
4174,6267
4175,6267
4176,6268
4177,6268
4178,6269
4179,6269
4180,6271
4181,6271
4182,6272
4183,6272
4184,6273
4185,6273
4186,6276
4187,6276
4188,6277
4189,6277
4190,6278
4191,6278
4192,6279
4193,6279
4194,6282
4195,6282
4196,6284
4197,6284
4198,6286
4199,6286
4200,6287
4201,6287
4202,6289
4203,6289
4204,6301
4205,6301
4206,6302
4207,6302
4208,6303
4209,6303
4210,6305
4211,6305
4212,6306
4213,6306
4214,6307
4215,6307
4216,6309
4217,6309
4218,6310
4219,6310
4220,6312
4221,6312
4222,6315
4223,6315
4224,6316
4225,6316
4226,6317
4227,6317
4228,6319
4229,6319
4230,6322
4231,6322
4232,6323
4233,6323
4234,6324
4235,6324
4236,6325
4237,6325
4238,6326
4239,6326
4240,6327
4241,6327
4242,6328
4243,6328
4244,6330
4245,6330
4246,6331
4247,6331
4248,6332
4249,6332
4250,6333
4251,6333
4252,6334
4253,6334
4254,6335
4255,6335
4256,6336
4257,6336
4258,6337
4259,6337
4260,6338
4261,6338
4262,6339
4263,6339
4264,6340
4265,6340
4266,6342
4267,6342
4268,6343
4269,6343
4270,6345
4271,6345
4272,6346
4273,6346
4274,6347
4275,6347
4276,6349
4277,6349
4278,6351
4279,6351
4280,6355
4281,6355
4282,6356
4283,6356
4284,6357
4285,6357
4286,6358
4287,6358
4288,6360
4289,6360
4290,6361
4291,6361
4292,6362
4293,6362
4294,6363
4295,6363
4296,6364
4297,6364
4298,6365
4299,6365
4300,6366
4301,6366
4302,6367
4303,6367
4304,6400
4305,6400
4306,6402
4307,6402
4308,6403
4309,6403
4310,6405
4311,6405
4312,6406
4313,6406
4314,6407
4315,6407
4316,6408
4317,6408
4318,6409
4319,6409
4320,6411
4321,6411
4322,6412
4323,6412
4324,6413
4325,6413
4326,6416
4327,6416
4328,6417
4329,6417
4330,6418
4331,6418
4332,6419
4333,6419
4334,6420
4335,6420
4336,6424
4337,6424
4338,6425
4339,6425
4340,6428
4341,6428
4342,6430
4343,6430
4344,6432
4345,6432
4346,6433
4347,6433
4348,6436
4349,6436
4350,6439
4351,6439
4352,6440
4353,6440
4354,6444
4355,6444
4356,6445
4357,6445
4358,6448
4359,6448
4360,6454
4361,6454
4362,6455
4363,6455
4364,6457
4365,6457
4366,6458
4367,6458
4368,6459
4369,6459
4370,6460
4371,6460
4372,6461
4373,6461
4374,6462
4375,6462
4376,6463
4377,6463
4378,6464
4379,6464
4380,6465
4381,6465
4382,6466
4383,6466
4384,6467
4385,6467
4386,6469
4387,6469
4388,6470
4389,6470
4390,6471
4391,6471
4392,6472
4393,6472
4394,6473
4395,6473
4396,6474
4397,6474
4398,6479
4399,6479
4400,6480
4401,6480
4402,6481
4403,6481
4404,6501
4405,6501
4406,6502
4407,6502
4408,6503
4409,6503
4410,6504
4411,6504
4412,6505
4413,6505
4414,6506
4415,6506
4416,6507
4417,6507
4418,6508
4419,6508
4420,6513
4421,6513
4422,6516
4423,6516
4424,6517
4425,6517
4426,6518
4427,6518
4428,6521
4429,6521
4430,6522
4431,6522
4432,6523
4433,6523
4434,6532
4435,6532
4436,6533
4437,6533
4438,6535
4439,6535
4440,6537
4441,6537
4442,6538
4443,6538
4444,6539
4445,6539
4446,6540
4447,6540
4448,6541
4449,6541
4450,6542
4451,6542
4452,6543
4453,6543
4454,6544
4455,6544
4456,6545
4457,6545
4458,6546
4459,6546
4460,6547
4461,6547
4462,6548
4463,6548
4464,6549
4465,6549
4466,6550
4467,6550
4468,6551
4469,6551
4470,6552
4471,6552
4472,6553
4473,6553
4474,6554
4475,6554
4476,6555
4477,6555
4478,6556
4479,6556
4480,6557
4481,6557
4482,6558
4483,6558
4484,6560
4485,6560
4486,6561
4487,6561
4488,6562
4489,6562
4490,6563
4491,6563
4492,6564
4493,6564
4494,6565
4495,6565
4496,6566
4497,6566
4498,6567
4499,6567
4500,6568
4501,6568
4502,6569
4503,6569
4504,6612
4505,6612
4506,6613
4507,6613
4508,6614
4509,6614
4510,6615
4511,6615
4512,6616
4513,6616
4514,6617
4515,6617
4516,6618
4517,6618
4518,6619
4519,6619
4520,6620
4521,6620
4522,6622
4523,6622
4524,6623
4525,6623
4526,6625
4527,6625
4528,6626
4529,6626
4530,6627
4531,6627
4532,6629
4533,6629
4534,6630
4535,6630
4536,6632
4537,6632
4538,6633
4539,6633
4540,6634
4541,6634
4542,6635
4543,6635
4544,6637
4545,6637
4546,6638
4547,6638
4548,6639
4549,6639
4550,6640
4551,6640
4552,6641
4553,6641
4554,6643
4555,6643
4556,6644
4557,6644
4558,6645
4559,6645
4560,6647
4561,6647
4562,6648
4563,6648
4564,6651
4565,6651
4566,6652
4567,6652
4568,6653
4569,6653
4570,6654
4571,6654
4572,6655
4573,6655
4574,6656
4575,6656
4576,6658
4577,6658
4578,6659
4579,6659
4580,6662
4581,6662
4582,6663
4583,6663
4584,6664
4585,6664
4586,6666
4587,6666
4588,6668
4589,6668
4590,6670
4591,6670
4592,6674
4593,6674
4594,6675
4595,6675
4596,6676
4597,6676
4598,6677
4599,6677
4600,6678
4601,6678
4602,6694
4603,6694
4604,6701
4605,6701
4606,6702
4607,6702
4608,6703
4609,6703
4610,6704
4611,6704
4612,6706
4613,6706
4614,6707
4615,6707
4616,6715
4617,6715
4618,6718
4619,6718
4620,6721
4621,6721
4622,6723
4623,6723
4624,6724
4625,6724
4626,6727
4627,6727
4628,6728
4629,6728
4630,6730
4631,6730
4632,6731
4633,6731
4634,6734
4635,6734
4636,6736
4637,6736
4638,6737
4639,6737
4640,6740
4641,6740
4642,6741
4643,6741
4644,6742
4645,6742
4646,6743
4647,6743
4648,6744
4649,6744
4650,6745
4651,6745
4652,6748
4653,6748
4654,6750
4655,6750
4656,6752
4657,6752
4658,6753
4659,6753
4660,6754
4661,6754
4662,6755
4663,6755
4664,6757
4665,6757
4666,6758
4667,6758
4668,6762
4669,6762
4670,6763
4671,6763
4672,6768
4673,6768
4674,6769
4675,6769
4676,6770
4677,6770
4678,6771
4679,6771
4680,6772
4681,6772
4682,6775
4683,6775
4684,6776
4685,6776
4686,6777
4687,6777
4688,6778
4689,6778
4690,6779
4691,6779
4692,6785
4693,6785
4694,6786
4695,6786
4696,6787
4697,6787
4698,6788
4699,6788
4700,6789
4701,6789
4702,6794
4703,6794
4704,6800
4705,6800
4706,6803
4707,6803
4708,6804
4709,6804
4710,6806
4711,6806
4712,6807
4713,6807
4714,6809
4715,6809
4716,6810
4717,6810
4718,6814
4719,6814
4720,6815
4721,6815
4722,6817
4723,6817
4724,6819
4725,6819
4726,6820
4727,6820
4728,6822
4729,6822
4730,6823
4731,6823
4732,6824
4733,6824
4734,6826
4735,6826
4736,6832
4737,6832
4738,6834
4739,6834
4740,6835
4741,6835
4742,6836
4743,6836
4744,6837
4745,6837
4746,6838
4747,6838
4748,6840
4749,6840
4750,6841
4751,6841
4752,6844
4753,6844
4754,6845
4755,6845
4756,6846
4757,6846
4758,6848
4759,6848
4760,6849
4761,6849
4762,6850
4763,6850
4764,6853
4765,6853
4766,6855
4767,6855
4768,6856
4769,6856
4770,6857
4771,6857
4772,6858
4773,6858
4774,6859
4775,6859
4776,6861
4777,6861
4778,6862
4779,6862
4780,6863
4781,6863
4782,6864
4783,6864
4784,6866
4785,6866
4786,6867
4787,6867
4788,6869
4789,6869
4790,6870
4791,6870
4792,6871
4793,6871
4794,6874
4795,6874
4796,6875
4797,6875
4798,6877
4799,6877
4800,6879
4801,6879
4802,6881
4803,6881
4804,6901
4805,6901
4806,6902
4807,6902
4808,6904
4809,6904
4810,6905
4811,6905
4812,6907
4813,6907
4814,6908
4815,6908
4816,6912
4817,6912
4818,6914
4819,6914
4820,6915
4821,6915
4822,6916
4823,6916
4824,6918
4825,6918
4826,6919
4827,6919
